,region,price,year,manufacturer,model,condition,odometer,transmission,drive,type,paint_color
851,western massachusetts,8495,2010,volvo,s80 t6,excellent,94722,automatic,4wd,sedan,black
852,hickory / lenoir,41990,2012,chevrolet,camaro zl1 coupe 2d,good,2778,other,rwd,coupe,red
853,nashville,17500,2010,gmc,sierra 1500,excellent,122796,automatic,4wd,pickup,black
854,norfolk / hampton roads,6497,2005,chevrolet,avalanche 1500,excellent,206493,automatic,rwd,sedan,blue
855,merced,5000,2013,chevrolet,volt,fair,149000,automatic,fwd,hatchback,black
856,columbus,500,2013,toyota,camry xle,like new,44995,automatic,fwd,sedan,white
857,central NJ,5500,2012,nissan,altima 2.5 sl,good,138995,automatic,fwd,sedan,black
858,reno / tahoe,7200,2011,honda,civic lx coupe,good,132000,automatic,fwd,coupe,grey
859,detroit metro,0,2010,toyota,prius iii,excellent,219082,automatic,fwd,sedan,grey
860,sarasota-bradenton,4900,2002,dodge,grand caravan,excellent,87217,automatic,fwd,mini-van,silver
861,charlottesville,6000,2006,buick,lacrosse cx,excellent,155000,automatic,fwd,sedan,brown
862,iowa city,5500,2014,chevrolet,cruze,good,150317,automatic,fwd,sedan,grey
863,peoria,16997,2016,jeep,cherokee trailhawk,excellent,97534,automatic,4wd,SUV,red
864,el paso,0,2017,toyota,camry le,good,51577,automatic,fwd,sedan,white
865,modesto,23995,2017,ford,transit,good,61895,automatic,rwd,van,white
866,tucson,9990,2011,mazda,mazda3 i sport sedan 4d,good,92603,manual,fwd,sedan,blue
867,boston,8400,2011,toyota,rav4 limited,excellent,159000,automatic,4wd,SUV,silver
868,columbia / jeff city,0,2000,gmc,jimmy,excellent,161368,automatic,4wd,wagon,custom
869,minneapolis / st paul,13500,2007,chevrolet,silverado 2500hd,good,134000,automatic,4wd,truck,red
870,phoenix,38000,2014,tesla,s 85,excellent,61000,other,rwd,sedan,green
871,evansville,14997,2015,kia,sportage,like new,55513,automatic,4wd,SUV,black
872,boston,3000,2007,honda,odyssey ex-l,fair,178035,automatic,fwd,mini-van,silver
873,houston,2500,2017,mercedes-benz,benz glc300,excellent,81508,automatic,rwd,SUV,grey
874,sarasota-bradenton,9900,2009,toyota,highlander hybrid limited,excellent,199000,automatic,4wd,sedan,blue
875,wichita,0,2016,gmc,sierra 1500,excellent,82712,automatic,4wd,truck,silver
876,hudson valley,37990,2020,toyota,tundra double cab sr5,good,2224,automatic,4wd,pickup,blue
877,ft myers / SW florida,11590,2014,ford,focus se hatchback 4d,good,47812,automatic,fwd,hatchback,red
878,duluth / superior,7995,2008,chevrolet,silverado 1500,good,143146,automatic,4wd,truck,white
879,chattanooga,10500,1972,ford,f100,excellent,99,automatic,rwd,pickup,custom
880,dayton / springfield,2750,2000,buick,lesabre limited 4dr sedan,excellent,155851,automatic,fwd,sedan,white
881,roanoke,23990,2013,toyota,tacoma access cab pickup,good,58814,other,4wd,pickup,black
882,boston,9999,2004,bmw,x3,excellent,95000,manual,4wd,SUV,grey
883,des moines,15950,2017,gmc,terrain,good,22875,automatic,4wd,SUV,white
884,eastern CT,38990,2017,toyota,tundra crewmax sr5 pickup,good,2428,automatic,4wd,pickup,silver
885,columbia / jeff city,26990,2012,chevrolet,camaro ss convertible,good,10298,automatic,rwd,other,red
886,jacksonville,3900,2010,mazda,3,excellent,179162,automatic,fwd,sedan,red
887,"kansas city, MO",1950,2009,chevrolet,cobalt lt,good,158000,automatic,fwd,sedan,blue
888,worcester / central MA,20100,2015,audi,a6,excellent,51677,automatic,fwd,sedan,grey
889,boston,5200,2011,ford,fiesta,excellent,109000,manual,fwd,hatchback,blue
890,wichita,9990,2010,dodge,dakota,good,120971,automatic,4wd,truck,white
891,oklahoma city,7500,2009,bmw,7-series,excellent,129494,automatic,rwd,sedan,black
892,columbia,11500,2006,ford,f350 kuv,good,172487,automatic,rwd,truck,white
893,seattle-tacoma,31998,2018,infiniti,q50 3.0t luxe awd,excellent,17992,automatic,4wd,sedan,blue
894,springfield,4500,2008,chevrolet,trailblazer lt,excellent,157000,automatic,4wd,SUV,blue
895,ventura county,32990,2012,tesla,model s performance sedan,good,49142,other,rwd,sedan,blue
896,austin,31990,2017,gmc,sierra 1500 double cab sle,good,45562,automatic,4wd,pickup,brown
897,boise,10995,2005,chevrolet,silverado 1500 z71,good,168900,automatic,4wd,pickup,white
898,green bay,31990,2013,chevrolet,tahoe ltz sport,good,44208,automatic,4wd,other,black
899,flint,5950,2012,buick,enclave awd,like new,190462,automatic,4wd,SUV,brown
900,wyoming,15600,2017,honda,civic ex-l,excellent,59000,automatic,fwd,sedan,silver
901,greensboro,37590,2019,dodge,charger scat pack sedan 4d,good,12897,other,rwd,sedan,black
902,"washington, DC",7970,2012,chevrolet,caprice,excellent,158559,automatic,rwd,sedan,black
903,san luis obispo,6999,2006,dodge,grand caravan,good,55000,automatic,fwd,van,white
904,new hampshire,16988,2012,chevrolet,suburban 1500 lt,excellent,104000,automatic,4wd,SUV,silver
905,central NJ,16900,1980,chevrolet,camaro z28,good,100000,automatic,rwd,coupe,black
906,bozeman,14995,2016,ford,f150 ecoboost,like new,111590,automatic,rwd,truck,red
907,baton rouge,19500,2017,ford,f350 super duty,good,141000,automatic,4wd,truck,white
908,toledo,9500,2011,gmc,savana g2500,excellent,114400,automatic,rwd,truck,white
909,milwaukee,1850,2003,honda,civic,good,203100,automatic,fwd,sedan,silver
910,fort collins / north CO,25000,2011,jeep,wrangler unlimited rubicon,good,90000,automatic,4wd,offroad,white
911,inland empire,6975,2015,chevrolet,colorado,excellent,128093,automatic,fwd,truck,red
912,lehigh valley,3500,2002,ford,escape xlt 4x4,excellent,100000,automatic,4wd,SUV,silver
913,tucson,4650,2006,nissan,maxima,fair,134200,automatic,fwd,sedan,grey
914,mansfield,11995,2013,ford,edge se,like new,86040,automatic,fwd,SUV,white
915,tampa bay area,11999,2015,nissan,rogue s,excellent,58666,automatic,fwd,SUV,black
916,lincoln,36900,2016,ford,f150 supercrew lariat 4x4,excellent,81000,automatic,4wd,pickup,red
917,minneapolis / st paul,2695,2004,volvo,s80 2.9,good,236475,automatic,fwd,sedan,black
918,scranton / wilkes-barre,5800,2005,bmw,x3 awd,like new,133169,automatic,4wd,SUV,white
919,vermont,4995,2010,pontiac,g6,good,101445,automatic,fwd,sedan,silver
920,los angeles,29590,2015,lexus,rc 350 coupe 2d,good,23725,other,rwd,coupe,white
921,northern michigan,3150,2010,dodge,dakota,fair,115678,automatic,rwd,truck,silver
922,springfield,10000,2004,ford,mustang,excellent,80000,automatic,rwd,convertible,silver
923,spokane / coeur d'alene,6995,2009,mini,cooper hardtop,excellent,86669,automatic,fwd,hatchback,white
924,northwest OK,21990,2013,ram,1500 quad cab big horn,good,49767,other,4wd,pickup,black
925,colorado springs,7799,2007,honda,pilot,excellent,183179,automatic,4wd,SUV,blue
926,albany,4999,2010,ford,focus se,excellent,69000,automatic,fwd,sedan,red
927,lansing,18900,2011,jeep,wrangler unlimited,good,81500,manual,4wd,SUV,green
928,fayetteville,25990,2015,jeep,wrangler sport s utility 2d,good,47748,other,4wd,SUV,white
929,rochester,16590,2014,lincoln,mks sedan 4d,good,19370,automatic,fwd,sedan,silver
930,treasure coast,21900,2007,ford,mustang,excellent,43448,automatic,rwd,coupe,black
931,milwaukee,32990,2019,toyota,tacoma double cab sr5,good,10683,other,4wd,pickup,red
932,central NJ,14990,2018,ford,ecosport se sport utility,good,22195,automatic,4wd,hatchback,grey
933,wichita,8500,2017,nissan,sentra,excellent,85072,automatic,fwd,sedan,brown
934,reno / tahoe,36000,2018,toyota,4runner,excellent,37300,manual,4wd,offroad,silver
935,raleigh / durham / CH,13950,2016,gmc,acadia sle fwd,like new,116000,automatic,fwd,SUV,black
936,dayton / springfield,39635,2018,ford,f-150,excellent,41315,automatic,4wd,pickup,white
937,indianapolis,15500,2016,mazda,6,good,64315,automatic,fwd,sedan,grey
938,boise,24950,2013,ford,f-350 sd,good,143665,automatic,4wd,truck,white
939,bellingham,6000,2005,subaru,impreza rs,good,155000,manual,4wd,sedan,silver
940,western massachusetts,18995,2010,toyota,tundra,excellent,108856,automatic,4wd,truck,silver
941,charleston,32998,2014,ford,super duty f-550 drw,excellent,175172,automatic,rwd,pickup,white
942,mcallen / edinburg,4700,2005,dodge,durango,good,1,automatic,4wd,truck,brown
943,fredericksburg,8295,2012,honda,civic,like new,105750,automatic,fwd,sedan,blue
944,eau claire,35990,2020,ram,1500 classic crew cab slt,good,7071,automatic,4wd,pickup,black
945,lehigh valley,5488,2007,ford,fusion,good,109817,other,fwd,sedan,white
946,lubbock,8100,2013,honda,civic,good,64370,automatic,fwd,coupe,brown
947,charleston,8799,2009,infiniti,g37,excellent,99684,automatic,fwd,sedan,silver
948,ventura county,22500,2007,ford,f-150 king ranch,excellent,50000,automatic,4wd,truck,brown
949,los angeles,28990,2017,cadillac,cts 2.0 luxury sedan 4d,good,6516,other,rwd,sedan,red
950,tampa bay area,6200,2012,toyota,camry le,excellent,146172,automatic,fwd,sedan,red
951,fresno / madera,15990,2017,toyota,corolla im hatchback 4d,good,23950,automatic,fwd,hatchback,silver
952,hawaii,29888,2016,toyota,tacoma sr5 6ft bed,good,33400,automatic,rwd,truck,silver
953,nashville,3495,2006,toyota,camry,excellent,146692,automatic,fwd,sedan,brown
954,eau claire,5500,2006,cadillac,dts,excellent,129000,automatic,fwd,sedan,silver
955,asheville,4850,2005,ford,escape,excellent,146401,automatic,4wd,SUV,green
956,tulsa,21500,2015,ford,f-150,excellent,142224,automatic,rwd,truck,white
957,redding,10906,2006,ram,2500,excellent,190616,automatic,rwd,truck,white
958,springfield,12248,2013,honda,crv,excellent,136736,automatic,fwd,SUV,silver
959,beaumont / port arthur,32990,2017,ram,1500 crew cab slt pickup 4d,good,22099,other,4wd,pickup,green
960,richmond,6500,2007,bmw,750li,excellent,121000,automatic,fwd,sedan,silver
961,flagstaff / sedona,28990,2018,ram,1500 quad cab slt pickup 4d,good,26715,other,4wd,pickup,black
962,atlanta,5500,2005,ford,150 stx 2wd,good,273000,automatic,rwd,truck,white
963,kenosha-racine,11995,2011,cadillac,dts luxury,like new,82042,automatic,fwd,sedan,silver
964,eastern NC,5500,2013,nissan,sentra,excellent,121100,automatic,fwd,sedan,grey
965,charlottesville,12590,2012,volkswagen,beetle 2.5l hatchback,good,58282,automatic,fwd,hatchback,black
966,modesto,39990,2015,cadillac,escalade premium sport,good,74758,automatic,4wd,other,black
967,muskegon,6275,2014,ford,escape se,excellent,201005,automatic,fwd,hatchback,black
968,tulsa,34610,2017,ram,1500,excellent,89354,automatic,4wd,truck,blue
969,colorado springs,6900,2011,chevrolet,impala lt sedan 4d,excellent,82000,automatic,fwd,sedan,silver
970,san luis obispo,9500,2008,ford,f150,excellent,111745,automatic,rwd,truck,white
971,ithaca,31990,2012,toyota,tundra crewmax pickup 4d,good,24955,other,4wd,pickup,black
972,new hampshire,12590,2015,chevrolet,sonic rs hatchback,good,47343,other,fwd,sedan,white
973,bloomington,6950,2006,ford,escape snow plow,excellent,157222,automatic,4wd,SUV,white
974,louisville,10350,2012,buick,lacrosse,excellent,98752,automatic,4wd,sedan,black
975,greensboro,25896,2021,hyundai,veloster,new,17,automatic,fwd,hatchback,grey
976,east oregon,11488,2012,kia,sorento,good,114328,automatic,fwd,SUV,silver
977,central NJ,5495,2010,volkswagen,passat,good,120905,other,fwd,sedan,grey
978,farmington,2000,1986,ford,f150 lariat,good,123456,automatic,rwd,pickup,brown
979,south florida,5700,2011,toyota,camry se,excellent,151897,automatic,fwd,sedan,silver
980,tallahassee,5400,2002,lexus,rx300,excellent,144000,automatic,fwd,SUV,grey
981,kalamazoo,8999,2017,chevrolet,cruze,good,107000,automatic,fwd,sedan,silver
982,jacksonville,9510,2014,mini,cooper clubman,excellent,47876,automatic,fwd,hatchback,white
983,manhattan,21990,2012,mercedes-benz,e-class e 550,good,61594,automatic,rwd,convertible,black
984,milwaukee,9500,2012,nissan,xterra pro-4x,excellent,135000,automatic,4wd,SUV,grey
985,peoria,1,2003,kia,sorento,excellent,175000,automatic,rwd,SUV,black
986,louisville,22990,2017,volkswagen,golf gti sport,good,16877,other,fwd,sedan,white
987,dallas / fort worth,260,2020,honda,civic ex,like new,2600,automatic,fwd,sedan,grey
988,central NJ,8995,2011,honda,cr-v,good,88725,automatic,4wd,SUV,custom
989,norfolk / hampton roads,7500,2006,honda,civic lx,like new,70916,automatic,fwd,sedan,black
990,tri-cities,25600,2019,subaru,forester premium awd,new,33865,automatic,4wd,SUV,blue
991,bismarck,15990,2010,ford,f-550 crew cab 4x4,good,240912,automatic,4wd,pickup,red
992,north jersey,22900,2012,jeep,wrangler unlimited,good,115467,automatic,4wd,wagon,black
993,eugene,6999,2008,gmc,yukon,excellent,202650,automatic,4wd,SUV,blue
994,dallas / fort worth,39590,2011,mercedes-benz,sl-class sl 63 amg,good,25805,automatic,rwd,other,black
995,wyoming,33990,2017,toyota,tacoma double cab sr,good,8200,other,4wd,pickup,black
996,winston-salem,23500,2018,honda,civic,like new,10050,automatic,fwd,sedan,white
997,greensboro,19990,2014,honda,civic si coupe 2d,good,38224,other,fwd,coupe,blue
998,vermont,19995,2019,nissan,rogue,excellent,34548,automatic,4wd,SUV,grey
999,oklahoma city,22000,2013,rover,sport,like new,49689,automatic,4wd,SUV,white
1000,SF bay area,3500,2007,chevrolet,cobalt ls,like new,95000,automatic,fwd,sedan,red
1001,redding,12220,2020,chevrolet,spark,like new,15682,manual,fwd,hatchback,blue
1002,hudson valley,29895,2017,ram,1500,excellent,47978,automatic,4wd,truck,silver
1003,syracuse,14995,2009,lincoln,navigator,excellent,60000,automatic,4wd,SUV,white
1004,treasure coast,4999,2008,chrysler,300 touring,good,139870,automatic,fwd,sedan,red
1005,"st louis, MO",4999,2006,toyota,matrix,excellent,155000,automatic,fwd,wagon,blue
1006,bakersfield,10975,2017,chevrolet,cruze,excellent,61262,automatic,fwd,sedan,white
1007,iowa city,100000,2011,chevrolet,silverado,good,181000,automatic,4wd,pickup,white
1008,"st louis, MO",8990,2011,ford,f-150 xl 4x4,good,189000,automatic,4wd,truck,white
1009,york,6975,1995,ford,f 350,good,225000,automatic,rwd,pickup,white
1010,eugene,13995,2004,ram,2500,excellent,304771,manual,4wd,pickup,black
1011,cape cod / islands,10995,2011,toyota,rav4,excellent,137974,automatic,4wd,SUV,red
1012,east idaho,14995,2010,ram,pickup 1500,excellent,94078,automatic,4wd,pickup,black
1013,abilene,21712,2017,ford,transit connect,excellent,3,automatic,fwd,mini-van,white
1014,south florida,0,2016,ram,1500,excellent,110132,automatic,rwd,pickup,black
1015,nashville,38895,2019,ford,f250 4x4 crew cab,like new,64277,automatic,4wd,truck,white
1016,seattle-tacoma,37750,2015,ford,f250,good,76500,automatic,4wd,truck,grey
1017,okaloosa / walton,23991,2017,ford,explorer,excellent,89134,automatic,rwd,SUV,blue
1018,columbus,37990,2017,lexus,gx 460 sport utility 4d,good,20198,automatic,4wd,other,black
1019,dayton / springfield,4995,2008,dodge,durango slt 4wd,good,160000,automatic,4wd,SUV,white
1020,rochester,5800,2009,toyota,corolla sport,good,106245,automatic,fwd,sedan,grey
1021,buffalo,6900,2011,kia,sorento lx,excellent,134000,automatic,fwd,SUV,white
1022,"kansas city, MO",0,2017,ford,f-150,excellent,129017,automatic,4wd,truck,grey
1023,sarasota-bradenton,500,2011,buick,regal cxl,good,100555,automatic,fwd,sedan,blue
1024,cape cod / islands,4250,1995,ford,f-350 super duty,fair,90000,manual,rwd,truck,white
1025,albuquerque,10990,2013,kia,soul wagon 4d,good,73278,other,fwd,wagon,black
1026,upper peninsula,22000,2012,chevrolet,silverado 1500 lt,excellent,38984,automatic,rwd,pickup,blue
1027,manhattan,23590,2012,ford,mustang gt premium coupe 2d,good,13156,other,rwd,coupe,red
1028,vermont,12999,2015,subaru,outback 2.5i limited awd,excellent,153000,automatic,4wd,wagon,silver
1029,asheville,18995,2016,cadillac,ats coupe 2.0l turbo,excellent,72247,automatic,fwd,coupe,grey
1030,medford-ashland,8900,2015,dodge,dart sxt,excellent,67254,automatic,fwd,sedan,black
1031,nashville,28875,2017,jeep,wrangler,good,10587,automatic,4wd,SUV,black
1032,lincoln,12995,2008,lexus,rx 350,excellent,91470,automatic,4wd,SUV,green
1033,nashville,9975,2014,chrysler,town country,good,97075,automatic,fwd,van,silver
1034,tucson,12500,2017,subaru,legacy,excellent,77000,automatic,4wd,sedan,blue
1035,visalia-tulare,7000,2011,ford,fusion se,good,107639,automatic,fwd,sedan,blue
1036,lubbock,1500,2003,pontiac,grand am,good,113000,automatic,fwd,hatchback,green
1037,new haven,8495,2007,jeep,grand cherokee laredo,good,90733,automatic,4wd,SUV,white
1038,clarksville,22900,2016,ford,mustang,excellent,28912,automatic,rwd,convertible,red
1039,reno / tahoe,21985,2017,bmw,x1,excellent,35772,automatic,fwd,SUV,white
1040,los angeles,6995,2009,toyota,prius,good,64765,automatic,fwd,hatchback,green
1041,worcester / central MA,2500,2008,mercury,milan v6 premier,fair,128713,automatic,fwd,sedan,white
1042,stockton,16990,2009,mercedes-benz,slk-class slk 300,good,55205,automatic,rwd,convertible,white
1043,san luis obispo,17900,2020,kia,forte,like new,6000,automatic,fwd,sedan,white
1044,merced,1000,2016,chevrolet,silverado 1500,excellent,44529,automatic,4wd,truck,black
1045,buffalo,10995,2014,ford,escape,good,87803,automatic,4wd,SUV,green
1046,eau claire,5995,2008,chevrolet,impala,excellent,107285,automatic,fwd,sedan,white
1047,memphis,3500,2012,honda,civic,good,225000,automatic,fwd,sedan,blue
1048,sierra vista,43990,2012,chevrolet,corvette grand sport,good,5288,automatic,rwd,convertible,red
1049,fresno / madera,13590,2017,hyundai,veloster coupe 3d,good,69053,automatic,fwd,coupe,silver
1050,okaloosa / walton,9995,2016,nissan,versa,like new,30047,automatic,fwd,sedan,red
1051,los angeles,1900,2008,dodge,caliber,good,213102,automatic,rwd,other,black
1052,greenville / upstate,25999,2018,ford,f150 xlt 4x4,excellent,47960,automatic,4wd,truck,black
1053,bakersfield,20990,2018,buick,lacrosse essence sedan 4d,good,12162,other,fwd,sedan,red
1054,daytona beach,9699,2008,buick,lacrosse,excellent,52365,automatic,fwd,sedan,white
1055,boston,34995,2015,ford,f-150,excellent,95115,automatic,4wd,truck,custom
1056,bakersfield,2500,1999,ford,expedition xlt,excellent,187700,automatic,rwd,SUV,blue
